ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Education,Marital_Status,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,NumAcceptedCmp
4939,1946.0,37760.0,0.0,0.0,1.3463712e+18,20.0,84.0,5.0,38.0,7.4,12.0,28.0,2.0,4.0,1.0,6.0,7.0,Graduation,Together,0,0,0,0,0,0,0,0
6565,1949.0,76995.0,0.0,1.0,1.3644288e+18,91.0,1012.0,80.0,498.0,0.0,16.0,39.8,2.0,11.0,4.0,9.0,5.0,Master,Married,0,0,0,1,0,0,0,1
2278,1985.0,33812.0,1.0,0.0,1.3519008e+18,86.0,4.0,17.0,19.0,30.0,24.0,39.0,2.0,2.0,1.0,3.0,6.0,2n Cycle,Single,0,0,0,0,0,0,0,0
9360,1982.0,37040.0,0.0,0.0,1.344384e+18,41.0,86.0,2.0,73.0,69.0,38.0,48.0,1.0,4.0,2.0,5.0,8.0,Graduation,Married,0,0,0,0,0,0,0,0
5376,1979.0,2447.0,1.0,0.0,1.3574304e+18,42.0,1.0,1.0,58.2,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,Graduation,Married,0,0,0,0,0,0,0,0
1993,1949.0,58607.0,0.0,1.0,1.3562208e+18,63.0,867.0,0.0,86.0,0.0,0.0,19.0,3.0,2.0,3.0,9.0,8.0,PhD,Married,0,1,0,0,0,0,0,1
4047,1954.0,65324.0,0.0,1.0,1.3893984e+18,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,PhD,Married,0,0,0,0,0,0,0,0
1409,1951.0,40689.0,0.0,1.0,1.3635648e+18,69.0,270.0,3.0,27.0,39.0,6.0,99.0,1.0,7.0,1.0,5.0,8.0,Graduation,Together,0,0,0,0,0,0,0,0
7892,1969.0,18589.0,0.0,0.0,1.3570848e+18,89.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,Graduation,Single,0,0,0,0,0,0,0,0
2404,1976.0,53359.0,1.0,1.0,1.3696128e+18,4.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
5255,1986.0,35103.0,1.0,0.0,1.3613184e+18,19.0,5.0,1.0,3.0,3.0,27.2,28.4,0.0,3.8,0.0,0.0,1.0,Graduation,Single,0,0,0,0,0,0,0,0
9422,1989.0,38360.0,1.0,0.0,1.3699584e+18,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,Graduation,Married,0,0,0,0,0,0,0,0
1966,1965.0,84618.0,0.0,0.0,1.3850784e+18,96.0,684.0,9.0,62.2,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,PhD,Married,0,0,1,0,0,0,0,1
6864,1989.0,10979.0,0.0,0.0,1.4007168e+18,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,Master,Divorced,0,0,0,0,0,0,0,0
3033,1963.0,38620.0,0.0,0.0,1.3682304e+18,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,Master,Together,0,0,0,0,0,0,0,0
5710,1970.0,40548.0,0.0,1.0,1.3498272e+18,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,Graduation,Together,0,1,0,0,0,0,0,1
7373,1952.0,46610.0,0.0,2.0,1.3514688e+18,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,PhD,Divorced,0,0,0,0,0,0,1,0
8755,1946.0,68657.0,0.0,0.0,1.3613184e+18,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,Master,Married,0,0,0,0,0,0,0,0
10738,1951.0,49389.0,1.0,1.0,1.3777344e+18,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,Master,Single,0,0,0,0,0,0,0,0
4339,1970.0,67353.0,0.0,1.0,1.388448e+18,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,PhD,Married,0,0,0,0,0,0,0,0
10755,1976.0,23718.0,1.0,0.0,1.37808e+18,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,2n Cycle,Married,0,0,0,0,0,0,0,0
8595,1973.0,42429.0,0.0,1.0,1.3920768e+18,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,Graduation,Widow,0,0,0,0,0,0,0,0
2968,1943.0,48948.0,0.0,0.0,1.3596768e+18,53.0,437.0,8.0,206.0,17.2,49.0,42.0,2.0,7.0,10.0,5.0,6.0,PhD,Divorced,1,0,0,0,0,0,1,1
8601,1980.0,80011.0,0.0,1.0,1.3671936e+18,3.0,421.0,76.0,536.0,82.0,6.0,102.0,2.0,8.0,6.0,5.0,4.0,Graduation,Married,0,0,0,0,0,0,0,0
503,1985.0,20559.0,1.0,0.0,1.3630464e+18,88.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,Master,Married,0,0,0,0,0,0,0,0
8430,1957.0,21994.0,0.0,1.0,1.3563072e+18,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,Graduation,Together,0,0,0,0,0,0,0,0
7281,1959.0,54005.8,0.0,0.0,1.3836096e+18,80.0,81.0,11.0,50.0,3.0,2.0,39.0,1.0,1.0,3.0,4.0,2.0,PhD,Single,0,0,0,0,0,0,0,0
2139,1975.0,7500.0,1.0,0.0,1.380672e+18,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,Master,Married,0,0,0,0,0,0,0,0
1371,1976.0,79941.0,0.0,0.0,1.4039136e+18,72.0,123.0,26.4,266.0,24.0,30.0,23.6,1.0,2.0,4.0,9.0,1.0,Graduation,Single,0,0,0,0,0,0,0,0
9909,1996.0,7500.0,0.0,0.0,1.3524192e+18,24.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,2n Cycle,Married,0,0,0,0,0,0,1,0
7286,1968.0,41728.0,1.0,0.0,1.3693536e+18,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,Graduation,Together,0,0,0,0,0,0,0,0
7244,1951.0,59127.0,2.0,1.0,1.3885344e+18,96.0,48.0,5.0,48.0,6.0,10.0,7.0,3.0,2.0,1.0,4.0,6.0,Graduation,Single,0,0,0,0,0,0,0,0
6566,1954.0,72550.0,1.0,1.0,1.3523328e+18,39.0,826.0,50.0,317.0,50.0,38.0,38.0,1.8,5.0,2.0,12.0,8.0,PhD,Married,0,0,0,0,0,0,0,0
8614,1957.0,65486.0,0.0,1.0,1.3998528e+18,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,Graduation,Widow,0,0,0,0,0,0,0,0
4114,1964.0,79143.0,0.0,0.0,1.3446432e+18,2.0,650.0,37.0,275.2,27.0,43.0,32.0,1.0,6.0,9.0,13.0,3.0,Master,Married,0,0,0,0,0,0,0,0
1331,1977.0,35790.0,1.0,0.0,1.3570848e+18,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,Graduation,Single,0,0,0,0,0,0,0,0
2225,1977.0,82582.0,0.0,0.0,1.4020992e+18,54.0,510.0,4.2,550.0,1.8,40.0,22.4,1.0,4.0,9.0,7.0,1.0,Graduation,Divorced,1,0,0,1,0,0,1,2
9381,1978.0,66373.0,1.0,1.0,1.3709952e+18,57.0,328.0,9.0,124.0,12.0,24.0,109.0,2.0,4.0,2.0,10.0,3.0,Graduation,Married,0,0,0,0,0,0,0,0
6260,1955.0,82384.0,0.0,0.0,1.3532832e+18,55.0,984.0,51.0,432.0,22.4,18.4,22.2,1.0,3.0,10.0,13.0,1.0,Master,Together,0,0,1,0,0,0,1,1
10383,1966.0,70287.0,0.0,0.0,1.3648608e+18,30.0,295.0,35.0,482.0,27.0,11.4,40.0,1.0,5.0,5.0,10.0,3.0,Graduation,Divorced,0,0,0,0,0,0,1,0
7437,1988.0,27938.0,1.0,0.0,1.3986432e+18,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,Graduation,Single,0,0,0,0,0,0,0,0
8557,1982.0,41799.6,1.0,0.0,1.3714272e+18,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,Graduation,Single,0,0,0,0,0,0,0,0
8375,1968.0,55954.0,0.0,1.0,1.3938048e+18,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,PhD,Married,0,0,0,0,0,0,0,0
6853,1982.0,75777.0,0.0,0.0,1.372896e+18,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,Master,Single,0,1,1,0,0,0,1,2
3076,1975.0,66653.0,1.0,1.0,1.346976e+18,18.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,Graduation,Together,0,0,0,0,0,0,0,0
1012,1952.0,61823.0,0.0,1.0,1.3611456e+18,26.0,523.0,7.0,134.0,37.0,14.0,38.4,4.0,8.0,2.0,10.0,7.0,Graduation,Single,0,0,0,0,0,0,0,0
6518,1951.0,67680.0,0.0,1.0,1.3709088e+18,8.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,PhD,Widow,0,0,0,0,0,0,0,0
4137,1948.0,70666.0,0.0,0.0,1.386288e+18,29.0,398.0,40.0,367.0,119.0,19.6,30.0,1.0,7.0,4.0,4.0,4.0,Graduation,Together,0,0,0,0,0,0,0,0
8082,1971.0,25721.0,1.0,0.0,1.3690944e+18,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,Graduation,Married,0,0,0,0,0,0,1,0
1386,1967.0,32474.0,1.0,1.0,1.3997664e+18,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,Graduation,Together,0,0,0,0,0,0,0,0
9369,1979.0,88194.0,0.0,1.0,1.3951872e+18,19.0,688.0,14.0,309.0,5.6,24.0,38.0,1.0,11.0,10.0,10.0,5.0,2n Cycle,Single,1,0,0,1,0,0,1,2
4477,1958.0,69096.0,0.0,1.0,1.38024e+18,4.0,247.0,49.0,159.0,7.0,20.8,109.0,1.0,5.0,2.0,10.0,4.0,Graduation,Together,0,0,0,0,0,0,0,0
1357,1970.0,74854.0,1.0,2.0,1.3653792e+18,90.0,856.0,59.0,487.0,58.0,29.0,73.0,2.2,2.0,5.0,5.0,5.0,Graduation,Together,0,0,0,0,0,0,0,0
1402,1954.0,66991.0,0.0,0.0,1.3473216e+18,1.0,496.0,36.0,460.0,25.0,60.0,12.0,3.0,4.0,8.0,6.0,3.0,Master,Married,0,0,0,0,0,0,0,0
10629,1973.0,52132.8,1.0,0.0,1.3475808e+18,25.0,25.0,3.0,43.0,17.0,4.0,17.0,3.0,3.0,0.0,3.0,8.0,2n Cycle,Married,0,0,0,0,0,0,0,0
6312,1959.0,65031.0,0.0,1.0,1.3634784e+18,29.0,258.0,8.2,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
8132,1975.0,60631.0,1.0,1.0,1.36512e+18,88.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,PhD,Married,0,1,0,0,0,0,0,1
1050,1952.0,28332.0,0.0,0.0,1.398816e+18,58.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,Graduation,Married,0,0,0,0,0,0,0,0
5846,1977.0,40246.0,1.0,0.0,1.3558752e+18,68.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,Graduation,Divorced,0,0,0,0,0,0,0,0
1859,1972.0,75251.0,0.0,0.0,1.3460256e+18,34.0,721.0,12.4,59.4,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,Master,Married,0,0,0,0,0,0,1,0
7503,1976.0,75825.0,0.0,0.0,1.35e+18,40.0,1032.0,12.0,87.4,24.8,16.4,51.0,0.0,5.0,8.0,9.0,4.0,Graduation,Single,1,0,0,0,0,0,1,1
10401,1976.0,26326.0,0.0,0.0,1.3782528e+18,12.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,2n Cycle,Together,0,0,0,0,0,1,0,0
1618,1965.0,56046.0,0.0,0.0,1.3570848e+18,9.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,Graduation,Together,1,0,0,0,0,0,1,1
3332,1985.0,29760.0,1.0,0.0,1.3461984e+18,87.0,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,Graduation,Single,0,0,0,0,0,0,0,0
2261,1969.0,26304.0,1.0,0.0,1.3719456e+18,5.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
5346,1973.0,23559.0,1.0,0.0,1.3728096e+18,87.0,25.0,5.0,19.0,7.0,0.0,23.0,3.0,3.0,0.0,3.0,7.0,2n Cycle,Married,0,0,0,0,0,0,0,0
4119,1963.0,38620.0,0.0,0.0,1.3682304e+18,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,Master,Together,0,0,0,0,0,0,0,0
535,1987.0,81361.0,0.0,0.0,1.3932864e+18,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,Graduation,Divorced,0,0,0,0,0,0,0,0
5268,1960.0,29440.0,1.0,1.0,1.3761792e+18,95.0,17.0,8.0,14.0,10.0,4.0,3.0,2.0,1.0,0.0,4.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
273,1970.0,36138.0,1.0,1.0,1.3739328e+18,48.0,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,7.0,Master,Married,0,1,0,0,0,0,0,1
4452,1957.0,50388.0,0.0,1.0,1.4012352e+18,3.0,292.0,6.0,37.0,0.0,3.0,34.0,4.0,6.0,1.0,6.0,7.0,Graduation,Single,0,1,0,1,0,0,1,2
8504,1973.0,79593.0,0.0,0.0,1.3998528e+18,70.0,350.0,60.0,44.2,110.0,19.4,29.8,1.0,5.0,6.0,7.0,2.0,Graduation,Married,0,0,1,0,0,0,0,1
771,1967.0,54178.0,0.0,1.0,1.3902624e+18,79.0,135.0,9.0,39.0,4.0,0.0,7.0,1.0,2.0,2.0,5.0,2.0,Graduation,Together,0,0,0,0,0,0,0,0
8996,1957.0,54092.0,2.0,1.0,1.3532832e+18,4.0,230.0,42.0,192.0,49.0,37.0,53.0,2.0,7.0,2.0,8.0,9.0,PhD,Married,0,0,0,0,0,0,0,0
9235,1957.0,42924.0,1.0,1.0,1.4011488e+18,45.0,7.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,Graduation,Single,0,0,0,0,0,0,0,0
5798,1973.0,58647.2,0.0,0.0,1.3851648e+18,87.0,445.0,37.0,359.0,98.0,28.0,18.0,1.0,2.0,4.0,8.0,1.0,Master,Together,0,0,0,0,0,0,0,0
11178,1972.0,42394.0,1.0,0.0,1.3955328e+18,69.0,15.0,2.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,7.0,Master,Single,0,0,0,0,0,0,0,0
2230,1970.0,23626.0,1.0,0.0,1.4008896e+18,84.0,27.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,5.0,PhD,Married,0,0,0,0,0,0,0,0
7516,1983.0,30096.0,1.0,0.0,1.4007168e+18,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,Graduation,Married,0,0,0,0,0,0,0,0
7247,1960.0,47916.0,0.0,1.0,1.3535424e+18,72.0,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,6.0,Graduation,Widow,0,1,0,0,0,0,0,1
11100,1972.0,51813.0,1.0,1.0,1.3656384e+18,37.0,51.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,7.0,Graduation,Divorced,0,0,0,0,0,0,0,0
4646,1951.0,78497.0,0.0,0.0,1.385856e+18,44.0,207.0,26.0,447.0,75.0,0.0,15.4,1.0,5.0,7.0,12.0,2.0,2n Cycle,Married,0,0,0,1,0,0,0,1
3037,1983.0,50150.0,0.0,0.0,1.3716864e+18,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,PhD,Married,0,0,0,0,0,0,0,0
1473,1960.0,47823.0,0.0,1.0,1.3745376e+18,0.0,53.0,1.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,2n Cycle,Single,0,0,0,0,0,0,0,0
1016,1959.0,34554.0,0.0,1.0,1.3961376e+18,43.0,41.0,1.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,6.0,PhD,Single,0,0,0,0,0,0,0,0
4518,1979.0,85693.0,0.0,1.0,1.366416e+18,59.0,386.0,12.0,183.0,16.4,11.0,111.0,2.0,9.0,5.0,11.0,5.0,Graduation,Together,0,0,0,0,0,0,0,0
9370,1945.0,65846.0,0.0,0.0,1.3687488e+18,68.0,562.0,81.0,276.0,80.0,40.0,81.0,1.0,6.0,3.0,6.0,4.0,PhD,Married,0,0,0,0,0,0,0,0
8908,1959.0,87195.0,0.0,0.0,1.3995072e+18,35.0,217.0,76.0,14.6,50.0,26.0,38.0,1.0,3.0,0.4,5.0,1.0,Graduation,Married,0,0,0,0,0,0,1,0
8373,1979.0,24594.0,1.0,0.0,1.3866336e+18,94.0,1.0,3.0,6.0,10.0,0.0,9.0,1.0,1.0,0.0,3.0,5.0,Basic,Together,0,0,0,0,0,0,0,0
7533,1964.0,49096.0,1.0,1.0,1.3799808e+18,15.0,144.0,1.0,32.0,2.0,1.0,7.0,4.0,4.0,1.0,4.0,7.0,Graduation,Married,0,0,0,0,0,0,0,0
2683,1969.0,52413.0,0.0,2.0,1.3597632e+18,56.0,295.0,21.4,271.0,75.0,19.6,65.0,4.0,6.0,4.0,12.0,6.0,Graduation,Married,0,0,0,0,0,0,0,0
3629,1978.0,38557.0,1.0,0.0,1.3558752e+18,17.0,76.0,3.0,31.0,4.0,4.0,27.0,2.0,3.0,1.0,3.0,7.0,Graduation,Single,0,0,0,0,0,0,0,0
10991,1960.0,89058.0,0.0,0.0,1.3548384e+18,18.0,454.0,8.8,106.0,31.0,22.0,43.0,1.0,5.0,4.0,4.0,2.0,Master,Married,0,0,0,0,0,0,0,0
5077,1979.0,77298.0,0.0,1.0,1.3833504e+18,46.0,425.0,2.8,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,Graduation,Together,0,0,0,0,0,0,0,0
7431,1991.0,68126.0,0.0,0.0,1.3525056e+18,40.0,302.0,17.0,311.0,23.0,51.0,86.0,1.0,7.0,4.0,5.0,9.0,PhD,Single,0,1,0,0,0,0,1,1
3267,1963.0,57288.0,0.0,1.0,1.4036544e+18,27.0,527.0,0.0,21.0,0.0,0.0,60.0,3.0,8.0,1.0,8.0,6.0,Master,Together,0,1,0,0,0,0,0,1
999,1991.0,86037.0,0.0,0.0,1.3570848e+18,95.0,490.0,44.0,125.0,29.0,20.0,22.0,1.0,6.0,7.0,11.0,3.0,Graduation,Single,0,1,1,0,0,0,1,2
9215,1980.0,43974.0,1.0,0.0,1.3552704e+18,19.0,378.0,0.0,101.0,0.0,0.0,72.0,5.0,6.0,4.0,6.0,7.0,PhD,Married,0,0,0,0,0,0,0,0
2286,1962.0,50785.0,1.0,1.0,1.3787712e+18,27.0,64.0,1.0,21.0,0.0,1.0,27.0,2.0,2.0,1.0,3.0,6.0,Graduation,Single,0,0,0,0,0,0,0,0
1592,1970.0,90765.0,0.0,0.0,1.3905216e+18,25.0,547.0,7.0,203.0,18.0,7.0,33.0,0.0,4.0,6.0,5.0,1.0,Graduation,Married,0,0,1,1,0,0,0,2
367,1978.0,36550.0,1.0,0.0,1.361232e+18,74.0,47.0,21.8,94.0,57.4,12.6,120.0,5.0,9.0,1.0,5.0,9.0,2n Cycle,Married,0,0,0,0,0,0,0,0
5234,1967.0,30753.0,1.0,1.0,1.3735008e+18,85.0,12.0,5.0,25.0,0.0,9.0,30.0,2.0,1.0,1.0,3.0,5.0,2n Cycle,Together,0,0,0,0,0,0,0,0
9862,1969.0,21918.0,1.0,0.0,1.3843872e+18,37.0,1.0,6.0,7.0,11.0,5.0,3.0,2.0,2.0,0.0,3.0,6.0,Graduation,Together,0,0,0,0,0,0,0,0
9805,1953.0,56129.0,0.0,1.0,1.3716864e+18,65.0,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10.0,4.0,Master,Together,0,0,0,0,0,0,0,0
6205,1967.0,32557.0,1.0,0.0,1.3932e+18,13.0,34.0,3.0,29.0,0.0,4.0,10.0,3.0,2.0,1.0,3.0,5.0,Master,Single,0,0,0,0,0,0,1,0
8442,1985.0,19510.0,2.0,0.0,1.3782528e+18,63.0,9.0,0.0,7.0,3.0,4.0,7.0,2.0,1.0,0.0,3.0,7.0,Master,Married,0,0,0,0,0,0,0,0
7386,1976.0,30992.0,1.0,0.0,1.3665888e+18,83.0,17.0,0.0,14.0,7.0,3.0,2.0,1.0,1.0,0.0,3.0,7.0,Graduation,Divorced,0,0,0,0,0,0,0,0
7215,1983.0,101970.0,0.0,0.0,1.3630464e+18,69.0,722.0,27.0,102.0,44.0,72.0,16.6,0.0,6.0,8.0,13.0,2.0,Graduation,Single,0,1,1,1,0,0,1,3
1491,1965.0,71488.0,0.0,0.0,1.3611456e+18,87.0,162.0,33.0,124.0,40.0,28.0,38.4,2.0,3.0,4.0,7.0,1.0,2n Cycle,Together,0,0,0,0,0,0,0,0
11071,1984.0,79607.0,0.0,0.0,1.3665024e+18,37.0,450.0,9.4,129.8,22.6,0.0,11.4,1.0,3.0,6.0,6.0,1.0,Graduation,Single,0,0,0,0,0,0,1,0
3381,1953.0,54348.0,1.0,1.0,1.4021856e+18,51.0,70.0,0.0,16.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,6.0,Master,Married,0,0,0,0,0,0,0,0
8268,1961.0,39911.0,0.0,1.0,1.3735008e+18,23.0,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7.0,6.0,PhD,Married,0,0,0,0,0,0,0,0
11051,1956.0,77376.0,1.0,1.0,1.39968e+18,72.0,492.0,19.0,110.0,16.0,12.0,12.0,4.0,6.0,3.0,10.0,4.0,PhD,Together,0,0,0,0,0,0,0,0
8026,1952.0,62998.0,0.0,1.0,1.3804992e+18,10.0,120.0,58.0,73.0,65.0,22.0,58.0,5.0,5.0,4.0,5.0,5.0,Graduation,Married,0,0,0,0,0,0,0,0
433,1958.0,61331.0,1.0,1.0,1.3628736e+18,42.0,534.0,5.0,47.0,0.0,5.0,41.0,5.0,11.0,1.0,6.0,8.0,Master,Alone,0,0,0,0,0,0,0,0
9597,1969.0,73448.0,0.0,0.0,1.3919904e+18,10.0,236.0,9.2,189.0,23.0,41.0,38.0,1.0,7.0,2.0,9.0,4.0,Graduation,Married,0,0,0,0,0,0,0,0
